ontology,class,algorithm,selection_type,auroc,auprc,time_sec
BP,GO:0023051,naive_bayes,PCA,0.7584,0.051,9.502
BP,GO:0023052,naive_bayes,PCA,0.6809,0.0391,8.416
BP,GO:0023056,naive_bayes,PCA,0.7811,0.0245,9.631
BP,GO:0023057,naive_bayes,PCA,0.7614,0.0387,9.651
BP,GO:0030001,naive_bayes,PCA,0.7203,0.1309,8.826
BP,GO:0030003,naive_bayes,PCA,0.7342,0.0084,9.136
BP,GO:0030029,naive_bayes,PCA,0.8538,0.0799,9.084
BP,GO:0030030,naive_bayes,PCA,0.7263,0.0201,9.478
BP,GO:0030031,naive_bayes,PCA,0.7711,0.0247,8.975
BP,GO:0030036,naive_bayes,PCA,0.8432,0.0943,9.01
BP,GO:0030100,naive_bayes,PCA,0.8674,0.022,9.776
BP,GO:0030154,naive_bayes,PCA,0.8165,0.0107,9.273
BP,GO:0030155,naive_bayes,PCA,0.5722,0.0053,9.13
BP,GO:0030162,naive_bayes,PCA,0.743,0.0113,9.107
BP,GO:0030163,naive_bayes,PCA,0.7382,0.0394,9.575
BP,GO:0030182,naive_bayes,PCA,0.6776,0.0068,8.698
BP,GO:0030261,naive_bayes,PCA,0.7417,0.0154,9.311
BP,GO:0030307,naive_bayes,PCA,0.7779,0.0154,9.291
BP,GO:0030308,naive_bayes,PCA,0.7285,0.0074,8.943
BP,GO:0030334,naive_bayes,PCA,0.6792,0.0126,9.502
BP,GO:0030335,naive_bayes,PCA,0.7912,0.0122,9.097
BP,GO:0030421,naive_bayes,PCA,0.6716,0.0094,9.013
BP,GO:0030422,naive_bayes,PCA,0.6799,0.0079,9.24
BP,GO:0030511,naive_bayes,PCA,0.5254,0.004,9.218
BP,GO:0030516,naive_bayes,PCA,0.6893,0.0153,8.898
BP,GO:0030517,naive_bayes,PCA,0.7657,0.0059,9.297
BP,GO:0030534,naive_bayes,PCA,0.6849,0.0084,9.561
BP,GO:0030536,naive_bayes,PCA,0.8074,0.0356,8.692
BP,GO:0030537,naive_bayes,PCA,0.8371,0.0301,9.114
BP,GO:0030703,naive_bayes,PCA,0.7923,0.0723,9.524
BP,GO:0030705,naive_bayes,PCA,0.7893,0.0321,8.728
BP,GO:0030719,naive_bayes,PCA,0.8119,0.0104,8.986
BP,GO:0030728,naive_bayes,PCA,0.5064,0.0028,9.154
BP,GO:0030865,naive_bayes,PCA,0.9313,0.2049,9.138
BP,GO:0030866,naive_bayes,PCA,0.9518,0.2134,8.498
BP,GO:0030968,naive_bayes,PCA,0.7881,0.1054,9.428
BP,GO:0031023,naive_bayes,PCA,0.7315,0.0412,9.304
BP,GO:0031032,naive_bayes,PCA,0.7449,0.0059,8.638
BP,GO:0031047,naive_bayes,PCA,0.7536,0.0283,9.304
BP,GO:0031050,naive_bayes,PCA,0.7579,0.0098,9.263
BP,GO:0031099,naive_bayes,PCA,0.7661,0.0068,9.125
BP,GO:0031102,naive_bayes,PCA,0.7661,0.0068,9.398
BP,GO:0031103,naive_bayes,PCA,0.7661,0.0068,9.008
BP,GO:0031122,naive_bayes,PCA,0.766,0.0171,9.118
BP,GO:0031175,naive_bayes,PCA,0.7067,0.0089,8.894
BP,GO:0031323,naive_bayes,PCA,0.7594,0.0623,8.894
BP,GO:0031324,naive_bayes,PCA,0.7328,0.022,8.899
BP,GO:0031325,naive_bayes,PCA,0.7712,0.0474,8.778
BP,GO:0031326,naive_bayes,PCA,0.7699,0.05,9.162
BP,GO:0031327,naive_bayes,PCA,0.7671,0.0193,8.763
BP,GO:0031328,naive_bayes,PCA,0.8026,0.0434,9.074
BP,GO:0031329,naive_bayes,PCA,0.6452,0.0427,9.24
BP,GO:0031331,naive_bayes,PCA,0.7002,0.0171,9.242
BP,GO:0031334,naive_bayes,PCA,0.836,0.0082,9.354
BP,GO:0031344,naive_bayes,PCA,0.8075,0.032,9.05
BP,GO:0031345,naive_bayes,PCA,0.8676,0.0101,8.852
BP,GO:0031346,naive_bayes,PCA,0.7541,0.0137,9.074
BP,GO:0031347,naive_bayes,PCA,0.7839,0.0163,9.096
BP,GO:0031399,naive_bayes,PCA,0.773,0.037,8.724
BP,GO:0031400,naive_bayes,PCA,0.6466,0.0092,9.052
BP,GO:0031401,naive_bayes,PCA,0.7813,0.0226,9.615
BP,GO:0031503,naive_bayes,PCA,0.7608,0.0512,8.871
BP,GO:0031581,naive_bayes,PCA,0.4652,0.0014,9.182
BP,GO:0031644,naive_bayes,PCA,0.645,0.0035,9.186
BP,GO:0031646,naive_bayes,PCA,0.5913,0.0031,8.872
BP,GO:0031647,naive_bayes,PCA,0.789,0.0383,8.475
BP,GO:0031667,naive_bayes,PCA,0.7279,0.0088,9.629
BP,GO:0032101,naive_bayes,PCA,0.7883,0.042,9.45
BP,GO:0032102,naive_bayes,PCA,0.831,0.0257,8.751
BP,GO:0032103,naive_bayes,PCA,0.7759,0.0239,9.611
BP,GO:0032147,naive_bayes,PCA,0.9305,0.0213,9.099
BP,GO:0032222,naive_bayes,PCA,0.7505,0.0136,8.776
BP,GO:0032224,naive_bayes,PCA,0.7261,0.0134,9.631
BP,GO:0032259,naive_bayes,PCA,0.746,0.0288,8.966
BP,GO:0032268,naive_bayes,PCA,0.7711,0.034,8.968
BP,GO:0032269,naive_bayes,PCA,0.6843,0.0252,9.469
BP,GO:0032270,naive_bayes,PCA,0.7908,0.0337,9.277
BP,GO:0032271,naive_bayes,PCA,0.8458,0.0144,8.775
BP,GO:0032368,naive_bayes,PCA,0.5811,0.012,9.116
BP,GO:0032370,naive_bayes,PCA,0.5773,0.0037,9.222
BP,GO:0032386,naive_bayes,PCA,0.6328,0.0103,8.838
BP,GO:0032388,naive_bayes,PCA,0.6159,0.013,8.839
BP,GO:0032409,naive_bayes,PCA,0.6257,0.0036,8.95
BP,GO:0032412,naive_bayes,PCA,0.6557,0.0055,8.985
BP,GO:0032446,naive_bayes,PCA,0.9134,0.044,8.908
BP,GO:0032456,naive_bayes,PCA,0.6174,0.0062,9.097
BP,GO:0032465,naive_bayes,PCA,0.8685,0.0117,9.045
BP,GO:0032501,naive_bayes,PCA,0.7207,0.1175,8.592
BP,GO:0032502,naive_bayes,PCA,0.7454,0.1413,9.164
BP,GO:0032535,naive_bayes,PCA,0.7502,0.0091,9.143
BP,GO:0032774,naive_bayes,PCA,0.7378,0.0068,8.625
BP,GO:0032787,naive_bayes,PCA,0.8781,0.0728,9.405
BP,GO:0032879,naive_bayes,PCA,0.771,0.0677,8.775
BP,GO:0032880,naive_bayes,PCA,0.816,0.0468,9.253
BP,GO:0032886,naive_bayes,PCA,0.8701,0.0371,9.015
BP,GO:0032940,naive_bayes,PCA,0.7763,0.022,8.782
BP,GO:0032956,naive_bayes,PCA,0.8525,0.0221,9.54
BP,GO:0032970,naive_bayes,PCA,0.8745,0.0255,8.661
BP,GO:0032984,naive_bayes,PCA,0.7136,0.0174,8.767
BP,GO:0032989,naive_bayes,PCA,0.7248,0.0288,8.954
BP,GO:0032990,naive_bayes,PCA,0.723,0.021,9.078
BP,GO:0033036,naive_bayes,PCA,0.7752,0.0454,9.169
BP,GO:0033043,naive_bayes,PCA,0.8246,0.0492,9.341
BP,GO:0033044,naive_bayes,PCA,0.827,0.0246,9.266
BP,GO:0033045,naive_bayes,PCA,0.8627,0.0311,8.534
BP,GO:0033047,naive_bayes,PCA,0.8815,0.0492,9.387
BP,GO:0033206,naive_bayes,PCA,0.8909,0.0622,9.47
BP,GO:0033365,naive_bayes,PCA,0.6672,0.0225,8.393
BP,GO:0033554,naive_bayes,PCA,0.7962,0.0276,9.51
BP,GO:0033563,naive_bayes,PCA,0.7987,0.031,9.452
BP,GO:0033673,naive_bayes,PCA,0.7115,0.0161,8.857
BP,GO:0033674,naive_bayes,PCA,0.9527,0.0251,9.309
BP,GO:0034220,naive_bayes,PCA,0.6378,0.0107,9.242
BP,GO:0034248,naive_bayes,PCA,0.74,0.0098,9.063
BP,GO:0034249,naive_bayes,PCA,0.8354,0.1593,8.691
BP,GO:0034329,naive_bayes,PCA,0.5227,0.0025,9.702
BP,GO:0034330,naive_bayes,PCA,0.617,0.0041,9.003
BP,GO:0034470,naive_bayes,PCA,0.9285,0.0094,8.47
BP,GO:0034501,naive_bayes,PCA,0.9167,0.0799,10.025
BP,GO:0034502,naive_bayes,PCA,0.9079,0.0784,8.98
BP,GO:0034504,naive_bayes,PCA,0.6204,0.0113,8.337
BP,GO:0034606,naive_bayes,PCA,0.7223,0.0087,9.092
BP,GO:0034613,naive_bayes,PCA,0.692,0.027,9.072
BP,GO:0034620,naive_bayes,PCA,0.6867,0.0112,8.316
BP,GO:0034622,naive_bayes,PCA,0.7907,0.0135,9.22
BP,GO:0034641,naive_bayes,PCA,0.7786,0.0425,8.705
BP,GO:0034645,naive_bayes,PCA,0.6632,0.0082,8.488
BP,GO:0034654,naive_bayes,PCA,0.6749,0.0109,9.585
BP,GO:0034655,naive_bayes,PCA,0.7692,0.0093,8.326
BP,GO:0034660,naive_bayes,PCA,0.8446,0.009,8.985
BP,GO:0034762,naive_bayes,PCA,0.6557,0.0055,9.083
BP,GO:0034765,naive_bayes,PCA,0.6557,0.0055,8.547
BP,GO:0034968,naive_bayes,PCA,0.9752,0.0274,9.022
BP,GO:0034976,naive_bayes,PCA,0.8059,0.0173,8.98
BP,GO:0035046,naive_bayes,PCA,0.6912,0.0028,8.743
BP,GO:0035112,naive_bayes,PCA,0.5293,0.0023,8.863
BP,GO:0035194,naive_bayes,PCA,0.7331,0.0221,8.912
BP,GO:0035239,naive_bayes,PCA,0.686,0.0035,8.897
BP,GO:0035262,naive_bayes,PCA,0.7369,0.0168,8.527
BP,GO:0035264,naive_bayes,PCA,0.4857,0.0016,9.221
BP,GO:0035418,naive_bayes,PCA,0.6551,0.0057,8.974
BP,GO:0035545,naive_bayes,PCA,0.6854,0.0031,8.549
BP,GO:0035556,naive_bayes,PCA,0.8282,0.0329,9.161
BP,GO:0035966,naive_bayes,PCA,0.7517,0.0302,8.507
BP,GO:0035967,naive_bayes,PCA,0.6897,0.0045,8.927
BP,GO:0036211,naive_bayes,PCA,0.7898,0.0438,9.127
BP,GO:0036293,naive_bayes,PCA,0.423,0.0012,8.469
BP,GO:0036445,naive_bayes,PCA,0.875,0.0086,8.936
BP,GO:0040001,naive_bayes,PCA,0.833,0.0284,8.758
BP,GO:0040002,naive_bayes,PCA,0.7534,0.0547,8.888
BP,GO:0040007,naive_bayes,PCA,0.6962,0.0137,8.832
BP,GO:0040008,naive_bayes,PCA,0.7033,0.0213,8.854
BP,GO:0040009,naive_bayes,PCA,0.5419,0.0027,8.743
BP,GO:0040010,naive_bayes,PCA,0.5524,0.0027,8.862
BP,GO:0040011,naive_bayes,PCA,0.7663,0.0606,9.045
BP,GO:0040012,naive_bayes,PCA,0.7415,0.0438,8.793
BP,GO:0040013,naive_bayes,PCA,0.6109,0.0039,9.197
BP,GO:0040014,naive_bayes,PCA,0.6435,0.0142,8.683
BP,GO:0040015,naive_bayes,PCA,0.6787,0.0102,9.162
BP,GO:0040017,naive_bayes,PCA,0.7608,0.0366,8.789
BP,GO:0040018,naive_bayes,PCA,0.6649,0.0108,8.994
BP,GO:0040019,naive_bayes,PCA,0.7722,0.0094,9.271
BP,GO:0040020,naive_bayes,PCA,0.8074,0.0081,8.818
BP,GO:0040021,naive_bayes,PCA,0.8916,0.0472,9.1
BP,GO:0040024,naive_bayes,PCA,0.7363,0.0212,8.722
BP,GO:0040025,naive_bayes,PCA,0.6365,0.0077,8.968
BP,GO:0040026,naive_bayes,PCA,0.7345,0.0077,8.837
BP,GO:0040027,naive_bayes,PCA,0.7998,0.0142,8.75
BP,GO:0040028,naive_bayes,PCA,0.743,0.0202,8.912
BP,GO:0040029,naive_bayes,PCA,0.7883,0.0133,9.237
BP,GO:0040032,naive_bayes,PCA,0.635,0.0164,8.904
BP,GO:0040034,naive_bayes,PCA,0.6864,0.0214,8.7
BP,GO:0040035,naive_bayes,PCA,0.7911,0.0046,9.369
BP,GO:0040038,naive_bayes,PCA,0.8944,0.0194,8.797
BP,GO:0040039,naive_bayes,PCA,0.586,0.0023,8.901
BP,GO:0040040,naive_bayes,PCA,0.8103,0.0248,9.014
BP,GO:0042048,naive_bayes,PCA,0.6438,0.0154,8.841
BP,GO:0042073,naive_bayes,PCA,0.8358,0.1004,8.962
BP,GO:0042127,naive_bayes,PCA,0.7035,0.0215,9.169
BP,GO:0042133,naive_bayes,PCA,0.6492,0.0045,8.691
BP,GO:0042176,naive_bayes,PCA,0.7461,0.0144,9.133
BP,GO:0042180,naive_bayes,PCA,0.7121,0.0084,9.026
BP,GO:0042221,naive_bayes,PCA,0.7221,0.03,8.54
BP,GO:0042303,naive_bayes,PCA,0.6715,0.0329,9.403
BP,GO:0042306,naive_bayes,PCA,0.5377,0.0021,8.781
BP,GO:0042325,naive_bayes,PCA,0.8113,0.025,8.824
BP,GO:0042326,naive_bayes,PCA,0.6564,0.0065,9.124
BP,GO:0042327,naive_bayes,PCA,0.7619,0.026,8.761
BP,GO:0042330,naive_bayes,PCA,0.8181,0.0267,9.032
BP,GO:0042335,naive_bayes,PCA,0.7554,0.0371,8.753
BP,GO:0042338,naive_bayes,PCA,0.855,0.0533,9.057
BP,GO:0042391,naive_bayes,PCA,0.5423,0.0021,8.783
BP,GO:0042395,naive_bayes,PCA,0.8992,0.0119,9.061
BP,GO:0042445,naive_bayes,PCA,0.8219,0.0306,8.737
BP,GO:0042464,naive_bayes,PCA,0.6736,0.0067,8.731
BP,GO:0042493,naive_bayes,PCA,0.652,0.0061,9.344
BP,GO:0042592,naive_bayes,PCA,0.6576,0.0117,8.605
BP,GO:0042594,naive_bayes,PCA,0.6218,0.0048,8.864
BP,GO:0042659,naive_bayes,PCA,0.7339,0.0113,8.953
BP,GO:0042660,naive_bayes,PCA,0.7096,0.0066,8.531
BP,GO:0042661,naive_bayes,PCA,0.7528,0.0112,8.874
BP,GO:0042742,naive_bayes,PCA,0.7061,0.0185,9.056
BP,GO:0042755,naive_bayes,PCA,0.6791,0.0324,8.828
BP,GO:0042886,naive_bayes,PCA,0.6664,0.0137,9.041
BP,GO:0042981,naive_bayes,PCA,0.7662,0.0307,9.166
BP,GO:0043043,naive_bayes,PCA,0.8949,0.0099,8.505
BP,GO:0043050,naive_bayes,PCA,0.7139,0.033,9.222
BP,GO:0043051,naive_bayes,PCA,0.6757,0.0115,8.978
BP,GO:0043052,naive_bayes,PCA,0.7564,0.0183,8.447
BP,GO:0043053,naive_bayes,PCA,0.7765,0.0048,9.293
BP,GO:0043058,naive_bayes,PCA,0.6782,0.0083,8.966
BP,GO:0043062,naive_bayes,PCA,0.6809,0.0036,8.667
BP,GO:0043065,naive_bayes,PCA,0.7396,0.0254,9.564
BP,GO:0043066,naive_bayes,PCA,0.8051,0.0352,9.206
BP,GO:0043067,naive_bayes,PCA,0.7423,0.0361,8.547
BP,GO:0043068,naive_bayes,PCA,0.7375,0.0121,9.602
BP,GO:0043069,naive_bayes,PCA,0.8019,0.048,8.817
BP,GO:0043085,naive_bayes,PCA,0.8707,0.0248,8.856
BP,GO:0043086,naive_bayes,PCA,0.6547,0.016,9.385
BP,GO:0043087,naive_bayes,PCA,0.7245,0.0243,8.863
BP,GO:0043161,naive_bayes,PCA,0.7617,0.0257,8.915
BP,GO:0043170,naive_bayes,PCA,0.7571,0.0713,9.156
BP,GO:0043207,naive_bayes,PCA,0.7218,0.0218,8.572
BP,GO:0043241,naive_bayes,PCA,0.6757,0.0035,9.032
BP,GO:0043254,naive_bayes,PCA,0.8556,0.0135,9.16
BP,GO:0043269,naive_bayes,PCA,0.6573,0.0131,8.995
BP,GO:0043270,naive_bayes,PCA,0.6731,0.0114,8.83
BP,GO:0043282,naive_bayes,PCA,0.673,0.002,9.42
BP,GO:0043405,naive_bayes,PCA,0.9028,0.0219,8.853
BP,GO:0043406,naive_bayes,PCA,0.9514,0.0316,8.668
BP,GO:0043408,naive_bayes,PCA,0.783,0.0123,9.536
BP,GO:0043409,naive_bayes,PCA,0.5263,0.0021,8.738
BP,GO:0043410,naive_bayes,PCA,0.845,0.0247,9.239
BP,GO:0043412,naive_bayes,PCA,0.7637,0.0476,9.555
BP,GO:0043413,naive_bayes,PCA,0.6883,0.0169,8.665
BP,GO:0043414,naive_bayes,PCA,0.746,0.0288,9.179
BP,GO:0043436,naive_bayes,PCA,0.8223,0.0536,9.541
BP,GO:0043484,naive_bayes,PCA,0.6012,0.0028,8.499
BP,GO:0043516,naive_bayes,PCA,0.7295,0.0604,9.435
BP,GO:0043518,naive_bayes,PCA,0.7295,0.0604,9.234
BP,GO:0043547,naive_bayes,PCA,0.678,0.0324,8.512
BP,GO:0043549,naive_bayes,PCA,0.8746,0.0242,9.217
BP,GO:0043603,naive_bayes,PCA,0.7122,0.0069,9.265
BP,GO:0043604,naive_bayes,PCA,0.8339,0.0091,8.645
BP,GO:0043620,naive_bayes,PCA,0.5763,0.0026,9.243
BP,GO:0043623,naive_bayes,PCA,0.7856,0.014,9.147
BP,GO:0043624,naive_bayes,PCA,0.6757,0.0035,8.584
BP,GO:0043632,naive_bayes,PCA,0.8504,0.0704,9.533
BP,GO:0043652,naive_bayes,PCA,0.7054,0.0121,8.922
BP,GO:0043900,naive_bayes,PCA,0.7235,0.0352,8.903
BP,GO:0043901,naive_bayes,PCA,0.6423,0.023,9.463
BP,GO:0043902,naive_bayes,PCA,0.7452,0.0187,8.745
BP,GO:0043933,naive_bayes,PCA,0.7583,0.0178,9.086
BP,GO:0044057,naive_bayes,PCA,0.7049,0.0169,9.292
BP,GO:0044058,naive_bayes,PCA,0.7488,0.0062,8.831
BP,GO:0044062,naive_bayes,PCA,0.6996,0.0072,8.972
BP,GO:0044087,naive_bayes,PCA,0.7582,0.023,9.207
BP,GO:0044088,naive_bayes,PCA,0.4773,0.001,8.954
BP,GO:0044089,naive_bayes,PCA,0.8159,0.0223,8.895
BP,GO:0044092,naive_bayes,PCA,0.7122,0.0072,9.113
BP,GO:0044093,naive_bayes,PCA,0.8409,0.0243,8.762
BP,GO:0044237,naive_bayes,PCA,0.7406,0.08,8.858
BP,GO:0044238,naive_bayes,PCA,0.7416,0.0751,8.499
BP,GO:0044248,naive_bayes,PCA,0.6969,0.0232,8.964
BP,GO:0044249,naive_bayes,PCA,0.7057,0.0202,8.629
BP,GO:0044255,naive_bayes,PCA,0.7464,0.0424,8.595
BP,GO:0044260,naive_bayes,PCA,0.7664,0.0688,8.511
BP,GO:0044262,naive_bayes,PCA,0.4642,0.0013,8.204
BP,GO:0044265,naive_bayes,PCA,0.7676,0.0311,8.381
BP,GO:0044267,naive_bayes,PCA,0.7818,0.0431,8.445
BP,GO:0044270,naive_bayes,PCA,0.7679,0.0102,7.506
BP,GO:0044271,naive_bayes,PCA,0.7193,0.0197,9.054
BP,GO:0044272,naive_bayes,PCA,0.7033,0.0055,7.045
BP,GO:0044281,naive_bayes,PCA,0.7895,0.041,7.252
BP,GO:0044283,naive_bayes,PCA,0.6519,0.0071,8.437
BP,GO:0044703,naive_bayes,PCA,0.7559,0.0093,8.409
BP,GO:0044706,naive_bayes,PCA,0.671,0.0076,8.291
BP,GO:0044782,naive_bayes,PCA,0.8037,0.0389,8.675
BP,GO:0045017,naive_bayes,PCA,0.6969,0.016,8.064
BP,GO:0045055,naive_bayes,PCA,0.8469,0.0074,8.744
BP,GO:0045087,naive_bayes,PCA,0.7453,0.0113,8.416
BP,GO:0045088,naive_bayes,PCA,0.4458,0.0012,8.396
BP,GO:0045132,naive_bayes,PCA,0.8668,0.0377,8.702
BP,GO:0045138,naive_bayes,PCA,0.7758,0.0222,8.549
BP,GO:0045165,naive_bayes,PCA,0.7498,0.0125,8.305
BP,GO:0045167,naive_bayes,PCA,0.8545,0.0105,8.845
BP,GO:0045176,naive_bayes,PCA,0.7874,0.0175,8.545
BP,GO:0045184,naive_bayes,PCA,0.7158,0.013,7.496
BP,GO:0045185,naive_bayes,PCA,0.5697,0.0093,8.661
BP,GO:0045214,naive_bayes,PCA,0.7929,0.0218,8.326
BP,GO:0045595,naive_bayes,PCA,0.793,0.0433,8.597
BP,GO:0045596,naive_bayes,PCA,0.8307,0.0133,8.629
BP,GO:0045597,naive_bayes,PCA,0.7986,0.0182,8.458
BP,GO:0045664,naive_bayes,PCA,0.8032,0.0412,8.632
BP,GO:0045665,naive_bayes,PCA,0.7558,0.0095,8.971
BP,GO:0045666,naive_bayes,PCA,0.8052,0.0148,8.386
BP,GO:0045732,naive_bayes,PCA,0.774,0.0231,8.808
BP,GO:0045773,naive_bayes,PCA,0.6625,0.0074,8.746
BP,GO:0045786,naive_bayes,PCA,0.8965,0.0475,8.385
BP,GO:0045787,naive_bayes,PCA,0.8474,0.0138,8.993
BP,GO:0045807,naive_bayes,PCA,0.8465,0.0167,8.479
BP,GO:0045836,naive_bayes,PCA,0.7993,0.011,8.794
BP,GO:0045859,naive_bayes,PCA,0.8663,0.0199,8.865
BP,GO:0045860,naive_bayes,PCA,0.943,0.0304,8.401
BP,GO:0045862,naive_bayes,PCA,0.8042,0.0386,8.765
BP,GO:0045892,naive_bayes,PCA,0.7744,0.0198,7.574
BP,GO:0045893,naive_bayes,PCA,0.8381,0.0563,8.651
BP,GO:0045926,naive_bayes,PCA,0.6551,0.0087,8.783
BP,GO:0045927,naive_bayes,PCA,0.6684,0.0144,8.495
BP,GO:0045930,naive_bayes,PCA,0.8431,0.0116,8.343
BP,GO:0045931,naive_bayes,PCA,0.7844,0.0085,8.121
BP,GO:0045933,naive_bayes,PCA,0.7935,0.0098,8.09
BP,GO:0045934,naive_bayes,PCA,0.7714,0.0208,8.711
BP,GO:0045935,naive_bayes,PCA,0.8185,0.054,8.666
BP,GO:0045936,naive_bayes,PCA,0.7065,0.01,8.197
BP,GO:0045937,naive_bayes,PCA,0.7606,0.021,8.512
BP,GO:0045944,naive_bayes,PCA,0.838,0.052,8.332
BP,GO:0045995,naive_bayes,PCA,0.7413,0.0132,8.374
BP,GO:0046131,naive_bayes,PCA,0.8734,0.0182,8.551
BP,GO:0046390,naive_bayes,PCA,0.8255,0.0107,8.408
BP,GO:0046394,naive_bayes,PCA,0.768,0.014,8.548
BP,GO:0046434,naive_bayes,PCA,0.5974,0.005,8.773
BP,GO:0046474,naive_bayes,PCA,0.6969,0.016,8.017
BP,GO:0046483,naive_bayes,PCA,0.7832,0.0432,8.78
BP,GO:0046486,naive_bayes,PCA,0.5615,0.0032,8.695
BP,GO:0046578,naive_bayes,PCA,0.7059,0.0062,7.883
BP,GO:0046580,naive_bayes,PCA,0.7742,0.0076,8.868
BP,GO:0046605,naive_bayes,PCA,0.8997,0.06,8.605
BP,GO:0046662,naive_bayes,PCA,0.6334,0.0111,7.151
BP,GO:0046686,naive_bayes,PCA,0.6405,0.0071,9.037
BP,GO:0046688,naive_bayes,PCA,0.6557,0.0093,8.421
BP,GO:0046700,naive_bayes,PCA,0.7679,0.0102,8.033
BP,GO:0046716,naive_bayes,PCA,0.6865,0.004,8.898
BP,GO:0046777,naive_bayes,PCA,0.6646,0.1039,8.328
BP,GO:0046883,naive_bayes,PCA,0.6538,0.0047,8.334
BP,GO:0046887,naive_bayes,PCA,0.6836,0.0068,8.541
BP,GO:0046903,naive_bayes,PCA,0.7918,0.0335,8.41
BP,GO:0046907,naive_bayes,PCA,0.6927,0.0323,7.898
BP,GO:0046928,naive_bayes,PCA,0.7209,0.0078,8.534
BP,GO:0046942,naive_bayes,PCA,0.6083,0.0022,8.278
BP,GO:0048103,naive_bayes,PCA,0.875,0.0086,8.229
BP,GO:0048232,naive_bayes,PCA,0.7204,0.0056,8.094
BP,GO:0048259,naive_bayes,PCA,0.8219,0.0158,7.364
BP,GO:0048284,naive_bayes,PCA,0.758,0.1159,8.466
BP,GO:0048285,naive_bayes,PCA,0.8226,0.0346,7.696
BP,GO:0048337,naive_bayes,PCA,0.6877,0.0058,8.254
BP,GO:0048468,naive_bayes,PCA,0.7203,0.0197,8.597
BP,GO:0048469,naive_bayes,PCA,0.8736,0.1663,8.137
BP,GO:0048477,naive_bayes,PCA,0.8267,0.008,7.998
BP,GO:0048489,naive_bayes,PCA,0.7852,0.0133,8.398
BP,GO:0048513,naive_bayes,PCA,0.7229,0.0225,7.788
BP,GO:0048518,naive_bayes,PCA,0.7399,0.0961,7.641
BP,GO:0048519,naive_bayes,PCA,0.7246,0.0626,8.572
BP,GO:0048520,naive_bayes,PCA,0.6185,0.052,7.471
BP,GO:0048521,naive_bayes,PCA,0.8121,0.0205,6.914
BP,GO:0048522,naive_bayes,PCA,0.7645,0.0757,7.83
BP,GO:0048523,naive_bayes,PCA,0.7599,0.0568,7.442
BP,GO:0048557,naive_bayes,PCA,0.8472,0.0108,7.311
BP,GO:0048562,naive_bayes,PCA,0.8354,0.0156,8.42
BP,GO:0048569,naive_bayes,PCA,0.6258,0.008,8.024
BP,GO:0048580,naive_bayes,PCA,0.7124,0.0248,8.029
BP,GO:0048581,naive_bayes,PCA,0.7954,0.0169,8.748
BP,GO:0048582,naive_bayes,PCA,0.7271,0.0076,7.359
BP,GO:0048583,naive_bayes,PCA,0.7492,0.056,7.804
BP,GO:0048584,naive_bayes,PCA,0.7447,0.0289,8.618
BP,GO:0048585,naive_bayes,PCA,0.7672,0.032,8.081
BP,GO:0048588,naive_bayes,PCA,0.75,0.0347,8.572
BP,GO:0048589,naive_bayes,PCA,0.7253,0.0178,8.494
BP,GO:0048598,naive_bayes,PCA,0.7139,0.0239,8.185
BP,GO:0048599,naive_bayes,PCA,0.4398,0.0012,8.535
BP,GO:0048608,naive_bayes,PCA,0.7707,0.0141,8.283
BP,GO:0048609,naive_bayes,PCA,0.7061,0.0232,7.714
BP,GO:0048638,naive_bayes,PCA,0.7132,0.0306,6.284
BP,GO:0048639,naive_bayes,PCA,0.6857,0.013,7.351
BP,GO:0048640,naive_bayes,PCA,0.5487,0.0046,7.73
BP,GO:0048646,naive_bayes,PCA,0.8032,0.0302,8.653
BP,GO:0048666,naive_bayes,PCA,0.6498,0.0078,8.546
BP,GO:0048675,naive_bayes,PCA,0.768,0.0385,8.195
BP,GO:0048678,naive_bayes,PCA,0.7824,0.0049,7.946
BP,GO:0048679,naive_bayes,PCA,0.8357,0.0146,7.703
BP,GO:0048680,naive_bayes,PCA,0.8188,0.022,7.112
BP,GO:0048686,naive_bayes,PCA,0.6874,0.0051,8.47
BP,GO:0048690,naive_bayes,PCA,0.6874,0.0051,8.058
BP,GO:0048729,naive_bayes,PCA,0.7088,0.0181,7.737
BP,GO:0048731,naive_bayes,PCA,0.7386,0.0029,8.465
BP,GO:0048806,naive_bayes,PCA,0.7129,0.0056,7.955
BP,GO:0048812,naive_bayes,PCA,0.7973,0.0345,8.109
BP,GO:0048814,naive_bayes,PCA,0.6959,0.013,8.528
BP,GO:0048841,naive_bayes,PCA,0.7532,0.0121,8.083
BP,GO:0048856,naive_bayes,PCA,0.738,0.0967,8.124
BP,GO:0048858,naive_bayes,PCA,0.6796,0.0268,8.238
BP,GO:0048869,naive_bayes,PCA,0.7723,0.0483,7.762
BP,GO:0048870,naive_bayes,PCA,0.7339,0.0273,8.552
BP,GO:0048878,naive_bayes,PCA,0.6343,0.0104,7.901
BP,GO:0050000,naive_bayes,PCA,0.9123,0.0157,6.581
BP,GO:0050764,naive_bayes,PCA,0.8165,0.0149,8.177
BP,GO:0050766,naive_bayes,PCA,0.7967,0.0074,8.232
BP,GO:0050767,naive_bayes,PCA,0.8211,0.0314,7.883
BP,GO:0050768,naive_bayes,PCA,0.8586,0.0115,8.611
BP,GO:0050769,naive_bayes,PCA,0.8136,0.0152,8.18
BP,GO:0050770,naive_bayes,PCA,0.7436,0.0438,8.006
